agencyCode,agencyName,currentUII,investmentName,investmentType,uniqueProjectId,projectId,agencyProjectId,projectName,projectGoal,infrastructureManagementCategory,projectStatus,tmfInitiative,softwareProject,incrementalDevelopment,iterationFrequencyAmount,iterationFrequencyUnits,iterativeDescription,plannedStartDate,projectedStartDate,actualStartDate,plannedEndDate,projectedEndDate,actualEndDate,plannedCost,projectedCost,actualCost,scheduleVariance(days),scheduleVariance(%),scheduleVarianceColor,costVariance($M),costVariance(%),costVarianceColor,updatedTime
024,"Department of Homeland Security",024-000005628,"TSA - Transportation Worker Identification Credential (TWIC)","Major IT Investments",44010,13,44010,"Card Production Service Provider (CSPS) Change Requests","Successful implementation of CSPS system changes that are required as a result of new requirements or identified issues wiht the existing interface with the TIM and/or UES systems.",01,Completed,,false,false,,,,2015-07-09,2015-07-09,2015-07-09,2021-09-30,2021-09-30,2021-09-30,6.125,6.125,6.125,0,0,green,0,0,green,"2022-10-29 19:49:23"
024,"Department of Homeland Security",024-000005217,"CBP - Integrated Fixed Towers","Major IT Investments",113146,12,113146,"IFT- O&S  Sustainment","Contractor Logistics Support for Operations and maintenance of Deployed IFT system.",01,Complete,,false,true,6,Months,"operations and sustainment activities for 6-month period of performance.",,,2021-04-30,,,2021-10-25,,,2.938,0,0,green,0,0,green,"2021-12-02 01:17:31"
024,"Department of Homeland Security",024-000009561,"CBP - Arrival and Departure Information System (ADIS)","Major IT Investments",134088,12,134088,"Interface with the DHS Data Management Hub","Build an interface to populate and backfill ADIS data into the DHS Management Hub (DMH).",01,Completed,,false,true,1,Months,"the business sponsor or owner (cbp ofo) provides the roadmap of the high level requirements. information from the roadmap is translated to multiple epics and with the collaboration of the appropriate stakeholders they are prioritized and scheduled during the quarterly planning sessions. each week oit and the business stakeholders work together to prioritize user stories; groom the user stories; and generate the deployment schedules.",2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,2.6,2.6,2.6,0,0,green,0,0,green,"2022-10-29 19:50:24"
024,"Department of Homeland Security",024-000009561,"CBP - Arrival and Departure Information System (ADIS)","Major IT Investments",134089,13,134089,"ADIS Maintenance","Reduce redundant USCIS information from the ADIS Person History Pages and improve the logic for the Overstay Status Indicator. Update the calculation logic for all other O&M projects.",01,"In Progress",,false,true,1,Months,"the business sponsor or owner (cbp ofo) provides the roadmap of the high-level requirements. information from the roadmap is translated to multiple epics and with the collaboration of the appropriate stakeholders they are prioritized and scheduled during the quarterly planning sessions. each week oit and the business stakeholders work together to prioritize user stories; groom the user stories; and generate the deployment schedules.",2021-11-16,2021-11-16,2021-11-16,2024-05-16,2024-05-16,,6.16,6.16,,0,0,green,0,0,green,"2023-07-27 11:58:46"
024,"Department of Homeland Security",024-000005253,"DHS - Homeland Advanced Recognition Technology (HART)","Major IT Investments",126432,2,126432,"Post Deployment Support","Post Deployment Services post IOC.",01,Future,,false,false,,,"project is for support and maintenance.",,,,,,,,,,0,0,green,0,0,green,"2021-09-29 14:35:18"
024,"Department of Homeland Security",024-000006005,"USCG - Nationwide Automatic Identification System (NAIS)","Major IT Investments",114433,5,114433,"CNS Upgrade","Upgrade NAIS core CNS message routing software to version compatible with WIN Server 2016.",01,"In Progress",,false,false,,,"not applicable.",2019-03-08,2019-03-08,2019-03-08,2020-09-30,2022-10-31,,0.178,0.178,,-761,-133.041958,green,0,0,green,"2022-10-29 19:49:37"
024,"Department of Homeland Security",024-000005056,"CBP - SAP","Major IT Investments",143054,22,143054,"SAP - UX Phase 3 - Purchasing A to Z","Implement user experience improvement for the Purchasing process including purchase requisition (PR) processing, approval of PR , purchase order (PO) processing and approval of PO.",01,"In Progress",,false,false,,,,2022-10-01,2022-10-01,2022-10-04,2023-10-16,2023-10-16,,0.32,0.32,,0,0,green,0,0,green,"2023-07-27 11:58:38"
024,"Department of Homeland Security",024-000005363,"ICE - Student and Exchange Visitor Information System (SEVIS)","Major IT Investments",140701,8002,140701,"SEVIS Adaptive Maintenance","Adaptive maintenance includes improving performance, adapting to a changed environment, and performing preventive maintenance to support a continuously operating and reliable, stable, and secure application.",01,"In Progress",,true,true,2,Weeks,"the sevis adaptive maintenance development team uses 2 week sprints.",2020-10-29,2022-01-19,2022-01-19,2024-10-28,2022-06-03,,103.26,0.86,,878,50,red,102.4,99.167151,red,"2022-10-29 19:50:22"
024,"Department of Homeland Security",024-000005358,"ICE - TECS Modernization","Major IT Investments",140718,7014,140718,"Digital Records Management (DRM) Module","The Digital Records Management (DRM) platform allows ICE to offer robust media content management capabilities as a stand-alone application that integrates seamlessly with the ICM COTS UI application.",01,Completed,,true,true,1,Months,"the investigative case management (icm) development team uses 1 month sprints.",2021-07-01,2022-04-26,2022-04-26,2023-06-30,2022-05-29,2022-05-29,2.35,0.102,0.102,397,54.458162,red,2.248,95.659574,red,"2022-10-29 19:50:17"
024,"Department of Homeland Security",024-000005358,"ICE - TECS Modernization","Major IT Investments",140717,7013,140717,"Operations and Maintenance Oct 2021 - Sep 2022","The Operations and Maintenance project will provide continued sustainment activities related to case management, subject record, search, and reporting functionality needed to effectively support its investigative Law Enforcement mission.",01,Complete,,true,true,1,Months,"the investigative case management (icm) development team uses 1 month sprints.",,,2021-10-01,,,2022-09-30,,,26.5,0,0,green,0,0,green,"2022-07-30 18:02:27"
024,"Department of Homeland Security",024-000009560,"DHS - Automated Biometric Identification System (IDENT)","Major IT Investments",140727,18,140727,"IDENT Annual Enterprise Management Maintenance 2022 Period 2","Deliver Annual IDENT Maintenance Releases.",01,Completed,,true,true,4,Weeks,kanban.,2022-05-01,2022-05-01,2022-05-01,2022-10-31,2022-10-31,2022-10-31,3.43,3.43,3.43,0,0,green,0,0,green,"2022-12-30 16:59:26"
024,"Department of Homeland Security",024-000005257,"CBP - Revenue Modernization (RevMod)","Major IT Investments",112739,5,112739,"Smart Safe Implementation","Accept, count, record and store cash deposits
Quickly create change
Increase interest income for the U.S. by recording provisional credit with the bank and Department of Treasury
Enhance reporting and analytics for POEs.",01,"In Progress",,false,false,,,,2019-05-01,2019-05-01,2019-05-01,2027-09-30,2024-09-30,,7.886,3.497,,1095,35.62134,red,4.389,55.655592,red,"2023-04-25 16:11:41"
024,"Department of Homeland Security",024-000005257,"CBP - Revenue Modernization (RevMod)","Major IT Investments",112738,4,112738,"Mobile Collections and Receipts (MCR) / Electronic Payment Options (ePO) Rollout","The MCR deployment automates paper Form 368 and Tonnage Tax Form 1002 for CBPOs to
Reduce time spent preparing manual receipts.
Avoid human errors in paper forms
Capture data electronically for data analytics.",01,"In Progress",,true,true,6,Months,"agile development with releases every six months.",2019-06-03,2019-07-01,2019-07-01,2027-09-30,2024-09-30,,62.51,29.817,,1095,36.007892,red,32.693,52.300432,red,"2023-04-25 16:11:40"
024,"Department of Homeland Security",024-000005257,"CBP - Revenue Modernization (RevMod)","Major IT Investments",112740,6,112740,"Point of Sale Software Upgrade","Upgrade the out-of-date cash register software at POEs and interface data to the existing ACS ECS system, with plans to interface to ACE-Collections when ready, to provide detailed revenue collection transaction data.",01,Completed,,false,false,6,Months,"agile development with releases every six months.",2019-07-08,2019-07-08,2019-07-08,2023-03-31,2023-03-31,2023-03-31,11.476,10.36,10.354,0,0,green,1.122,9.776926,green,"2023-04-25 16:11:42"
024,"Department of Homeland Security",024-000005265,"CBP - Biometric Entry-Exit","Major IT Investments",93900,1,93900,"Traveler Verification Service","Delivers traveler identity verification at departure gates by comparing traveler photo against existing photos stored by the government. The government provides the biometric matching service for airline and airport partners.",01,Completed,,true,true,3,Months,"cbp provides authenticated external stakeholders the ability to aid biometric verification operations via traveler photos sent to its biometric gateway application program interface. cbp provides technical reference guides for the interface specifications for various modalities and employs a system acceptance test environment for technical certification. cbp works closely with each in developing, testing, and implementing the software and, upon certification, access to the live instance of tvs.",2017-06-06,2017-06-06,2017-06-06,2021-09-30,2021-09-30,2021-09-30,72.284,72.284,64.993,0,0,green,7.291,10.086603,yellow,"2022-10-29 19:50:51"
024,"Department of Homeland Security",024-000005072,"CBP - TECS Modernization","Major IT Investments",76556,11,76556,"Tech Refresh and Patch Implementation Project","This project provides all O&M support for TECS Mod 5 major applications - Secondary Inspection, Primary Inspection Process, Travel Documents and Encounter Data, Lookout Data Record and Services and High Performance Primary Query.",01,"In Progress",,false,false,,,,2016-10-01,2016-10-01,2016-10-01,2024-09-20,2024-09-20,,176.044,176.044,,0,0,green,0,0,green,"2023-07-27 11:58:42"
024,"Department of Homeland Security",024-000009561,"CBP - Arrival and Departure Information System (ADIS)","Major IT Investments",127001,11,127001,"ADIS Data Access Filter","The goal of this project is for ADIS to specifically determine which types of events in ADIS will be viewable by which stakeholders.",01,Completed,,false,true,1,Months,"the business sponsor or owner (cbp ofo) provides the roadmap of the high level requirements. information from the roadmap is translated to multiple epics and with the collaboration of the appropriate stakeholders they are prioritized and scheduled during the quarterly planning sessions. each week oit and the business stakeholders work together to prioritize user stories; groom the user stories; and generate the deployment schedules.",2021-03-31,2021-03-31,2021-03-31,2022-02-16,2022-02-16,2022-02-16,0.816,0.816,0.816,0,0,green,0,0,green,"2022-10-29 19:50:24"
024,"Department of Homeland Security",024-000005628,"TSA - Transportation Worker Identification Credential (TWIC)","Major IT Investments",125298,14,125298,"Card Production Service Provider (CSPS) Change Requests for FY22","Successful implementation of CSPS system changes that are required as a result of program new requirements, and updates to existing interfaces with the TIM and/or UES systems.",01,Completed,,false,false,,,,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,1.4,1.4,1.4,0,0,green,0,0,green,"2022-10-29 19:49:24"
024,"Department of Homeland Security",024-000005628,"TSA - Transportation Worker Identification Credential (TWIC)","Major IT Investments",125299,15,125299,"TIM System Change Requests for FY22","Identify requirements and coordinate change requests to ensure that TWIC program goals are implemented to the TIM System.",01,Completed,,false,false,,,,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,1.6,1.6,1.6,0,0,green,0,0,green,"2022-10-29 19:49:25"
024,"Department of Homeland Security",024-000005710,"TSA - Credential Authentication Technology (CAT)","Major IT Investments",125270,4,125270,"CAT BY22 Screening Sustainment Activities","Continued sustainment of fielded (deployed) CAT units at optimum operational status.",01,Completed,,false,false,,,,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,7.281,7.281,7.281,0,0,green,0,0,green,"2022-10-29 19:50:58"
024,"Department of Homeland Security",024-000005710,"TSA - Credential Authentication Technology (CAT)","Major IT Investments",125269,3,125269,"CAT Screening Activities - BY22","Continuous enhancements to CAT software to link with Secure Flight, STIP and on-going maintenance of deployed systems.",01,Completed,,false,false,,,,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,22.898,22.898,22.898,0,0,green,0,0,green,"2022-10-29 19:50:57"
024,"Department of Homeland Security",024-000005628,"TSA - Transportation Worker Identification Credential (TWIC)","Major IT Investments",134126,17,134126,"Card Production Service Provider (CSPS) Change Requests FY23","Successful implementation of CSPS system changes that are required as a result of program new requirements, and updates to existing interfaces with the TIM and/or UES systems.",01,"In Progress",,false,false,,,,2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,4.4,4.4,,0,0,green,0,0,green,"2023-04-25 16:11:25"
